frame,elapsed_ms,dt_ms,presented,net_ms,remesh_ms,advance_ms,acquire_ms,world_ms,hud_ms,present_ms,fps,chunks_held,meshed,drawn,queued,buffers_created,buffers_reused,tick,confirmed,lead,worst_correction,vertical_pct,worst_divergence,footing_changes,unloaded,body_x,body_y,body_z,vel_x,vel_y,vel_z,on_ground,step_lag,camera_y
790,13292.371,18.090,1,0.046,0.724,0.052,13.486,0.376,0.374,0.068,61,596,88,35,103,177,417,273,268,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
791,13309.113,15.165,1,0.002,0.945,0.061,14.995,0.313,0.321,0.069,62,596,88,35,99,177,417,273,268,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
792,13327.401,16.744,1,0.002,2.209,0.078,14.969,0.371,0.542,0.078,62,596,88,35,95,177,417,274,268,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
793,13344.440,18.321,1,0.071,2.510,0.066,13.182,0.431,0.597,0.107,61,597,88,35,96,177,417,274,269,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
794,13359.771,17.027,1,0.013,1.301,0.101,12.887,0.444,0.417,0.099,61,597,88,35,98,177,417,274,269,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
795,13377.370,15.335,1,0.002,2.244,0.090,14.176,0.419,0.498,0.104,61,597,88,35,95,177,417,275,269,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
796,13397.681,17.600,1,0.008,5.687,0.034,13.276,0.527,0.599,0.111,61,597,89,36,94,179,417,275,269,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
797,13410.142,20.305,1,0.073,1.350,0.119,9.631,0.477,0.638,0.107,60,601,89,36,102,179,417,275,270,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
798,13427.442,12.461,1,0.002,1.869,0.097,13.975,0.493,0.689,0.111,62,601,89,36,98,179,417,276,270,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
799,13444.996,17.316,1,0.069,2.896,0.065,13.241,0.448,0.599,0.159,61,603,89,36,101,179,417,276,271,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
