frame,elapsed_ms,dt_ms,presented,net_ms,remesh_ms,advance_ms,acquire_ms,world_ms,hud_ms,present_ms,fps,chunks_held,meshed,drawn,queued,buffers_created,buffers_reused,tick,confirmed,lead,worst_correction,vertical_pct,worst_divergence,footing_changes,unloaded,body_x,body_y,body_z,vel_x,vel_y,vel_z,on_ground,step_lag,camera_y
675,11363.374,35.535,1,0.001,2.197,0.028,0.099,0.299,1.592,0.058,57,499,78,37,111,157,361,235,229,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
676,11376.001,4.326,1,0.001,3.467,0.013,8.288,0.299,0.429,0.078,75,499,78,37,108,157,363,235,229,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
677,11391.574,12.654,1,0.005,2.352,0.019,12.239,0.331,0.460,0.091,75,499,78,37,107,157,365,235,229,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
678,11408.064,15.571,1,0.046,2.170,0.012,13.444,0.255,0.407,0.079,74,500,78,36,110,157,367,235,230,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
679,11425.108,16.483,1,0.001,2.486,0.024,13.652,0.348,0.382,0.081,73,500,78,36,108,157,369,236,230,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
680,11460.290,17.046,1,0.072,3.970,0.022,29.943,0.415,0.560,0.127,71,504,78,37,115,157,371,236,231,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
681,11473.041,35.240,1,0.001,3.719,0.043,7.765,0.441,0.542,0.109,67,504,78,38,112,157,373,237,231,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
682,11490.514,12.708,1,0.002,4.396,0.018,11.693,0.448,0.721,0.109,68,504,79,38,109,159,373,237,231,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
683,11506.660,17.476,1,0.072,4.022,0.019,10.843,0.399,0.580,0.120,67,507,79,37,116,159,375,237,232,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
684,11524.775,16.158,1,0.002,5.274,0.043,11.403,0.485,0.662,0.143,67,507,79,37,113,159,377,238,232,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
685,11539.379,18.155,1,0.001,3.077,0.088,9.979,0.524,0.651,0.139,65,507,79,36,110,159,377,238,232,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
686,11554.435,14.568,1,0.067,1.698,0.061,12.020,0.391,0.605,0.106,66,509,79,36,113,159,377,238,233,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
687,11571.972,15.061,1,0.001,2.471,0.075,13.622,0.438,0.682,0.135,66,509,79,36,109,159,377,239,233,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
688,11592.671,17.515,1,0.002,6.502,0.024,12.810,0.474,0.678,0.118,65,509,80,37,106,161,377,239,233,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
689,11605.733,20.731,1,0.084,2.813,0.007,8.673,0.523,0.729,0.110,63,513,80,35,110,161,377,239,234,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
690,11622.465,13.052,1,0.002,2.971,0.023,12.314,0.604,0.556,0.146,65,513,80,35,106,161,377,240,234,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
691,11641.471,16.790,1,0.002,5.280,0.008,12.240,0.474,0.702,0.130,64,513,81,35,105,163,377,240,234,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
692,11654.151,18.956,1,0.077,1.486,0.009,9.895,0.445,0.543,0.100,63,513,81,34,107,163,377,240,235,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
693,11671.909,12.667,1,0.002,2.632,0.018,13.899,0.406,0.568,0.124,65,513,81,34,103,163,377,241,235,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
694,11688.436,17.749,1,0.002,2.507,0.005,12.937,0.360,0.494,0.122,64,513,81,36,100,163,377,241,235,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
695,11704.069,16.531,1,0.073,1.356,0.011,12.941,0.525,0.512,0.104,63,517,81,36,108,163,377,241,236,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
696,11721.108,15.641,1,0.001,1.827,0.082,14.051,0.365,0.494,0.110,63,517,81,36,104,163,377,242,236,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
697,11738.794,17.335,1,0.001,2.689,0.071,13.372,0.461,0.576,0.110,63,517,81,36,101,163,377,242,236,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
698,11756.252,17.515,1,0.092,2.692,0.087,12.795,0.657,0.737,0.162,62,519,81,36,105,163,377,242,237,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
699,11772.568,17.332,1,0.002,2.468,0.106,11.860,0.860,0.785,0.120,62,519,81,36,103,163,377,243,237,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
700,11789.616,16.296,1,0.002,2.984,0.202,12.234,0.918,0.485,0.112,62,519,81,36,99,163,377,243,237,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
701,11805.003,17.014,1,0.041,0.989,0.049,11.871,0.352,1.965,0.067,62,522,81,36,106,163,377,243,238,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
702,11824.229,15.379,1,0.002,3.448,0.028,14.935,0.311,0.383,0.072,62,522,82,36,102,165,377,244,238,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
703,11838.158,19.230,1,0.001,2.114,0.123,10.535,0.494,0.506,0.093,61,522,82,36,98,165,377,244,238,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
704,11853.538,13.931,1,0.057,0.985,0.055,13.273,0.391,0.470,0.097,62,523,82,36,101,165,377,244,239,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
705,11873.629,15.393,1,0.001,3.327,0.046,15.516,0.430,0.577,0.127,62,523,83,36,99,167,377,245,239,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
706,11887.765,20.083,1,0.001,1.696,0.046,11.182,0.374,0.651,0.130,61,523,83,36,95,167,377,245,239,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
707,11904.178,14.126,1,0.065,1.154,0.104,13.752,0.546,0.648,0.088,62,526,83,36,103,167,377,245,240,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
708,11920.586,16.417,1,0.002,0.932,0.069,14.008,0.822,0.447,0.077,62,526,83,36,99,167,377,246,240,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
709,11938.584,16.404,1,0.002,2.616,0.053,14.389,0.411,0.402,0.079,62,526,83,36,95,167,377,246,240,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
710,11953.731,17.996,1,0.057,0.680,0.055,12.895,0.347,0.983,0.084,61,527,83,36,99,167,377,246,241,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
711,11970.415,15.164,1,0.001,1.124,0.193,14.387,0.420,0.422,0.072,62,527,83,36,95,167,377,247,241,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
712,11987.810,16.673,1,0.001,1.740,0.083,14.429,0.556,0.429,0.100,61,527,83,36,91,167,377,247,241,6,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
713,12003.213,17.426,1,0.045,0.651,0.046,13.535,0.279,0.558,0.209,61,531,83,36,98,167,377,247,242,5,4.8010,95,7.0470,3,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
714,12020.493,15.539,1,0.001,1.022,0.075,14.748,0.532,0.598,0.085,61,531,83,36,94,167,377,248,242,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
715,12038.680,17.130,1,0.002,2.291,0.059,14.573,0.653,0.431,0.097,61,531,83,36,90,167,377,248,242,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
716,12054.513,18.208,1,0.057,1.019,0.081,12.855,0.629,0.973,0.123,60,531,83,37,94,167,377,248,243,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
717,12071.929,15.821,1,0.001,1.945,0.303,13.552,0.567,0.798,0.164,61,531,83,39,90,167,377,249,243,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
718,12088.914,17.655,1,0.002,2.661,0.084,12.653,0.432,0.683,0.154,60,531,83,36,87,167,377,249,243,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
719,12104.657,17.035,1,0.097,1.433,0.073,12.337,0.487,0.834,0.114,60,535,83,35,96,167,377,249,244,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
720,12121.533,15.500,1,0.002,1.828,0.088,13.346,0.555,0.807,0.124,61,535,83,35,92,167,377,250,244,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
721,12138.879,17.014,1,0.002,2.828,0.066,13.117,0.496,0.442,0.128,60,535,83,35,89,167,377,250,244,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
722,12153.868,17.164,1,0.064,0.970,0.058,12.746,0.418,0.534,0.119,60,535,83,35,94,167,377,250,245,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
723,12171.606,15.005,1,0.001,1.951,0.244,14.310,0.457,0.558,0.105,61,535,83,35,90,167,377,251,245,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
724,12187.986,17.728,1,0.002,2.136,0.054,13.226,0.345,0.436,0.097,60,535,83,35,87,167,377,251,245,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
725,12204.295,16.409,1,0.065,1.276,0.178,13.479,0.550,0.518,0.107,60,539,83,35,96,167,377,251,246,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
726,12223.478,16.282,1,0.002,2.539,0.289,14.058,0.988,1.004,0.206,61,539,83,35,92,167,377,252,246,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
727,12243.068,19.251,1,0.002,5.249,0.134,11.541,1.016,1.163,0.318,60,539,83,35,90,167,377,252,246,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
728,12257.813,20.084,1,0.184,3.133,0.132,8.077,0.938,1.346,0.275,59,540,83,35,93,167,377,252,247,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
729,12272.807,14.331,1,0.014,2.558,0.247,10.266,0.799,0.696,0.155,60,540,83,35,93,167,377,253,247,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
730,12290.005,14.916,1,0.002,3.067,0.108,12.055,0.750,0.847,0.206,61,540,83,35,91,167,377,253,247,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
731,12306.213,17.157,1,0.116,2.565,0.123,11.596,0.712,0.818,0.148,60,544,83,35,98,167,377,253,248,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
732,12321.970,16.199,1,0.003,1.684,0.202,12.018,0.702,0.847,0.173,60,544,83,35,94,167,377,254,248,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
733,12339.811,15.738,1,0.002,3.019,0.115,12.926,0.699,0.850,0.133,61,544,83,35,92,167,377,254,248,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
734,12356.743,17.944,1,0.097,3.160,0.107,11.617,0.758,0.878,0.114,60,545,83,35,94,167,377,254,249,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
735,12373.673,16.885,1,0.015,3.629,0.144,11.388,0.669,0.766,0.166,60,545,83,35,94,167,377,255,249,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
736,12389.431,17.038,1,0.002,2.736,0.117,11.089,0.710,0.738,0.108,60,545,83,35,92,167,377,255,249,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
737,12405.889,15.649,1,0.092,2.230,0.083,12.134,0.597,1.027,0.146,60,549,83,35,101,167,377,255,250,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
738,12422.577,16.484,1,0.002,2.063,0.136,12.294,0.856,1.017,0.142,60,549,83,35,97,167,377,256,250,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
739,12439.741,16.700,1,0.002,2.489,0.116,12.271,0.918,1.026,0.152,60,549,83,35,96,167,377,256,250,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
740,12456.752,17.157,1,0.162,2.213,0.195,11.889,1.423,0.833,0.113,60,549,83,35,97,167,377,256,251,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
741,12477.384,16.968,1,0.009,5.552,2.157,11.371,0.535,0.766,0.107,60,549,83,35,99,167,379,257,251,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
742,12490.110,20.781,1,0.002,4.092,0.026,7.157,0.426,0.664,0.079,59,549,83,35,98,167,381,257,251,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
743,12510.050,12.518,1,0.088,6.011,0.024,12.647,0.429,0.586,0.080,61,553,83,35,104,167,383,257,252,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
744,12522.625,19.959,1,0.001,3.605,0.032,7.990,0.351,0.427,0.075,60,553,83,35,102,167,385,258,252,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
745,12538.997,12.562,1,0.002,3.090,0.017,12.263,0.360,0.483,0.077,62,553,83,35,100,167,387,258,252,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
746,12555.007,16.389,1,0.070,2.067,0.013,12.384,0.413,0.547,0.421,62,556,83,35,104,167,389,258,253,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
747,12572.758,15.976,1,0.001,3.616,0.037,13.070,0.397,0.476,0.093,62,556,83,35,103,167,391,259,253,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
748,12588.597,17.740,1,0.002,2.651,0.057,12.051,0.450,0.488,0.087,61,556,83,35,99,167,391,259,253,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
749,12604.537,15.837,1,0.045,2.163,0.012,12.960,0.296,0.348,0.069,61,558,83,35,102,167,393,259,254,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
750,12620.347,15.939,1,0.002,1.244,0.075,13.620,0.336,0.380,0.104,62,558,83,35,98,167,393,260,254,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
751,12637.618,15.810,1,0.001,2.036,0.047,14.474,0.262,0.335,0.070,62,558,83,35,94,167,393,260,254,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
752,12653.475,17.271,1,0.067,0.841,0.095,13.854,0.500,0.365,0.084,61,562,83,35,99,167,393,260,255,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
753,12671.463,15.879,1,0.002,2.286,0.030,14.678,0.381,0.442,0.098,62,562,83,35,98,167,395,261,255,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
754,12689.056,17.961,1,0.001,3.110,0.025,13.466,0.393,0.457,0.095,61,562,83,35,96,167,397,261,255,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
755,12707.192,17.624,1,0.064,4.433,0.026,12.470,0.419,0.542,0.107,61,564,83,35,102,167,399,261,256,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
756,12725.164,18.149,1,0.001,5.444,0.046,10.946,0.603,0.702,0.137,60,564,83,35,100,167,401,262,256,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
757,12744.933,17.987,1,0.002,8.114,0.033,9.829,0.671,0.803,0.206,60,564,83,35,99,167,403,262,256,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
758,12761.706,19.794,1,0.124,7.890,0.033,6.856,0.689,0.871,0.175,59,567,83,35,105,167,405,262,257,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
759,12777.979,16.777,1,0.002,7.744,0.080,6.517,0.731,0.858,0.201,59,567,83,35,103,167,407,263,257,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
760,12789.310,16.247,1,0.003,2.360,0.096,7.003,0.720,0.871,0.166,59,567,83,35,102,167,407,263,257,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
761,12811.114,11.348,1,0.124,7.518,0.032,12.337,0.663,0.832,0.168,62,569,83,35,105,167,409,263,258,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
762,12824.321,21.807,1,0.002,4.179,0.057,7.086,0.716,0.870,0.164,60,569,83,35,104,167,411,264,258,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
763,12845.885,13.206,1,0.107,3.100,0.104,16.441,0.629,0.842,0.208,62,572,83,35,106,167,411,264,259,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
764,12861.682,21.572,1,0.002,2.292,0.138,11.497,0.672,0.889,0.166,60,572,83,35,105,167,411,264,259,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
765,12879.223,15.793,1,0.003,2.175,0.123,12.539,0.906,1.422,0.235,61,572,83,35,103,167,411,265,259,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
766,12895.691,17.648,1,0.003,2.675,0.112,11.412,0.821,0.986,0.216,60,572,83,35,102,167,411,265,259,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
767,12911.739,16.412,1,0.128,2.431,0.093,11.645,0.627,0.797,0.139,60,573,83,35,107,167,411,265,260,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
768,12928.319,15.971,1,0.009,2.477,0.133,12.494,0.558,0.667,0.131,61,573,83,35,104,167,411,266,260,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
769,12944.704,16.597,1,0.107,1.958,0.080,12.419,0.494,0.997,0.203,60,577,83,35,109,167,411,266,261,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
770,12961.247,16.362,1,0.002,2.079,0.106,12.579,0.770,0.782,0.124,61,577,83,35,106,167,411,266,261,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
771,12980.652,16.507,1,0.002,4.578,0.080,12.953,0.700,0.901,0.125,61,577,84,35,103,169,411,267,261,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
772,12996.424,19.406,1,0.093,3.827,0.088,10.017,0.646,0.885,0.148,60,578,84,35,104,169,411,267,262,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
773,13010.209,15.783,1,0.015,1.448,0.091,10.926,0.485,0.620,0.122,60,578,84,35,105,169,411,267,262,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
774,13028.355,13.776,1,0.002,2.513,0.092,13.936,0.570,0.836,0.127,61,578,84,35,102,169,411,268,262,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
775,13043.971,18.146,1,0.106,1.624,0.075,12.415,0.515,0.660,0.153,61,582,84,35,108,169,411,268,263,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
776,13063.365,15.614,1,0.002,4.552,0.036,13.463,0.518,0.631,0.125,61,582,85,35,104,171,411,268,263,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
777,13079.418,19.395,1,0.002,3.737,0.044,10.779,0.539,0.757,0.127,60,582,86,35,103,173,411,269,263,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
778,13099.352,16.055,1,0.116,6.781,0.036,11.288,0.656,0.833,0.152,60,584,86,35,105,173,413,269,264,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
779,13110.289,19.947,1,0.011,1.669,0.068,7.957,0.441,0.595,0.112,59,584,86,35,106,173,413,269,264,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
780,13127.260,10.922,1,0.001,2.215,0.079,13.687,0.354,0.485,0.084,62,584,86,35,102,173,413,270,264,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
781,13144.557,17.004,1,0.061,1.194,0.055,14.941,0.392,0.467,0.091,62,587,86,35,108,173,413,270,265,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
782,13160.168,17.249,1,0.001,1.113,0.067,13.359,0.413,0.500,0.107,62,587,86,35,104,173,413,270,265,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
783,13176.761,15.613,1,0.001,2.073,0.031,13.741,0.311,0.313,0.071,62,587,87,35,102,175,413,271,265,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
784,13195.872,16.580,1,0.044,1.980,0.063,15.647,0.435,0.506,0.396,62,590,87,35,102,175,413,271,266,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
785,13210.341,19.124,1,0.001,2.239,0.050,11.380,0.327,0.347,0.072,61,590,87,35,98,175,413,271,266,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
786,13226.962,14.468,1,0.001,2.218,0.024,13.573,0.301,0.384,0.071,62,590,88,35,96,177,413,272,266,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
787,13244.931,16.612,1,0.068,3.109,0.025,13.637,0.379,0.519,0.125,62,592,88,35,99,177,415,272,267,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
788,13259.104,17.983,1,0.008,0.870,0.074,12.304,0.415,0.370,0.074,61,592,88,35,100,177,415,272,267,5,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
789,13277.196,14.166,1,0.002,2.265,0.032,14.945,0.337,0.390,0.069,62,592,88,35,98,177,417,273,267,6,0.0000,0,0.0000,0,0,15.6219,45.0010,47.9527,0.0000,0.0000,-0.0000,1,0.0000,0.6203
